Company,Location HQ,Industry,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,AI,# Laid Off,_source,_scraped_at
Salesforce,['SF Bay Area'],Sales,,2026-06-09T00:00:00.000Z,https://www.businessinsider.com/salesforce-cuts-jobs-agentforce-2026-6,65.0,Post-IPO,2026-06-09T23:08:37.000Z,United States,Yes,86.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Verily,['SF Bay Area'],Healthcare,,2026-06-09T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2026/06/09/sfbt-digest-tuesday-salesforce-layoffs-ucsf-fine.html,3500.0,Subsidiary,2026-06-10T22:21:11.000Z,United States,Yes,58.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Hailo,"['Tel Aviv', 'Non-U.S.']",Manufacturing,0.5,2026-06-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/3hmpcioxj,344.0,Series C,2026-06-08T23:06:39.000Z,Israel,No,110.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Tools for Humanity,['SF Bay Area'],AI,,2026-06-08T00:00:00.000Z,https://africa.businessinsider.com/news/sam-altmans-eye-scanning-startup-is-laying-off-employees/xwm6hxe,244.0,Series C,2026-06-08T23:07:29.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zencity,"['Tel Aviv', 'Non-U.S.']",Other,,2026-06-07T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/rkxkiagbgg,51.0,Unknown,2026-06-08T01:25:33.000Z,Israel,No,15.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Quizlet,['SF Bay Area'],Education,,2026-06-05T00:00:00.000Z,https://www.siliconvalley.com/2026/06/11/tech-servicenow-jobs-salesforce-layoff-ubisoft-santa-clara-work-ai/amp/,62.0,Series C,2026-06-12T13:56:34.000Z,United States,No,79.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
FanDuel,['New York City'],Consumer,,2026-06-05T00:00:00.000Z,https://frontofficesports.com/fanduel-is-latest-gambling-company-to-cut-jobs/,416.0,Acquired,2026-06-09T23:13:18.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Google,['SF Bay Area'],Consumer,,2026-06-04T00:00:00.000Z,https://www.businessinsider.com/google-clouds-quiet-layoffs-hit-cybersecurity-teams-2026-6,26.0,Post-IPO,2026-06-07T03:35:11.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Dandy,['New York City'],Healthcare,,2026-06-03T00:00:00.000Z,Internal memo,172.0,Series D,2026-06-09T23:18:24.000Z,United States,No,160.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Skai,"['Tel Aviv', 'Non-U.S.']",Marketing,0.2,2026-06-03T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/jmjuqzfe6,60.0,Series E,2026-06-07T03:34:28.000Z,Israel,Yes,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Uber,['SF Bay Area'],Transportation,0.01,2026-06-03T00:00:00.000Z,https://www.cnbc.com/2026/06/03/uber-layoffs-people-division-ai.html,25200.0,Post-IPO,2026-06-04T16:58:03.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
GitLab,['SF Bay Area'],Product,0.14,2026-06-02T00:00:00.000Z,https://www.wsj.com/business/earnings/gitlab-to-cut-14-of-workforce-as-part-of-ai-pivot-493b9813,413.0,Post-IPO,2026-05-11T23:17:28.000Z,United States,Yes,350.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Aleph Farms,"['Tel Aviv', 'Non-U.S.']",Food,,2026-06-02T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/ppgzisqav,119.0,Unknown,2026-06-03T03:40:19.000Z,Israel,No,10.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Manhattan Associates,['Atlanta'],Logistics,0.06,2026-06-02T00:00:00.000Z,https://www.marketwatch.com/story/manhattan-associates-to-cut-6-of-workforce-1ff43c4a,,Post-IPO,2026-06-03T03:43:08.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lightricks,"['Jerusalem', 'Non-U.S.']",Consumer,0.17,2026-06-01T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/r1dgjt5gmg,335.0,Series D,2026-05-28T23:31:14.000Z,Israel,Yes,75.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Credit Karma,['SF Bay Area'],Finance,,2026-05-30T00:00:00.000Z,https://www.thestreet.com/employment/credit-karma-lays-off-hundreds-despite-631m-revenue-jump,868.0,Acquired,2026-06-03T03:44:32.000Z,United States,Yes,117.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
SentinelOne,['SF Bay Area'],Security,0.08,2026-05-29T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/r1goyeuxgx,696.0,Post-IPO,2026-05-29T15:59:58.000Z,United States,Yes,230.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Interview Kickstart,['SF Bay Area'],Education,,2026-05-29T00:00:00.000Z,https://inc42.com/buzz/blume-backed-interview-kickstart-lays-off-nearly-50-employees-amid-ai-automation-push/,10.0,Unknown,2026-06-03T03:36:58.000Z,United States,Yes,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
BenchSci,"['Toronto', 'Non-U.S.']",Healthcare,0.3,2026-05-28T00:00:00.000Z,https://thelogic.co/briefing/benchsci-lays-off-another-30-of-staff-as-it-embraces-ai-agents/,164.0,Series D,2026-07-24T03:40:59.000Z,Canada,Yes,68.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Amdocs,['St. Louis'],Support,0.07,2026-05-28T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/u4qmp07cv,,Post-IPO,2026-06-12T04:41:42.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rapyd,"['Tel Aviv', 'Non-U.S.']",Finance,,2026-05-28T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/h1r00jfrgzl,770.0,Unknown,2026-05-28T23:34:13.000Z,Israel,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
NetApp,['SF Bay Area'],Data,,2026-05-27T00:00:00.000Z,https://hoodline.com/2026/05/san-jose-mainstay-netapp-axes-77-jobs-as-bay-area-tech-cuts-deepen/,,Post-IPO,2026-05-28T23:32:28.000Z,United States,No,77.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Webflow,['SF Bay Area'],Marketing,,2026-05-27T00:00:00.000Z,https://webflow.com/blog/evolving-webflow-for-the-agentic-web,335.0,Series C,2026-05-27T20:09:30.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Groupon,['Chicago'],Retail,0.25,2026-05-26T00:00:00.000Z,https://www.wsj.com/business/groupon-to-cut-nearly-a-quarter-of-workforce-in-restructuring-a286bcd5,1400.0,Post-IPO,2026-05-26T21:57:18.000Z,United States,Yes,400.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
BigID,['New York City'],Security,0.2,2026-05-26T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/b1lzc87ezl,306.0,Series E,2026-05-26T23:16:05.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Picnic,['Seattle'],Food,1.0,2026-05-26T00:00:00.000Z,https://www.bizjournals.com/seattle/news/2026/05/26/picnic-works-cmbg-advisors-abc-baer-inting-bridges.html,52.0,Unknown,2026-05-26T23:14:06.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Wix,"['Tel Aviv', 'Non-U.S.']",Marketing,0.2,2026-05-25T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/b1oebi11xge,58.0,Post-IPO,2026-05-25T17:02:00.000Z,Israel,Yes,1000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
ClickUp,['San Diego'],Other,0.22,2026-05-21T00:00:00.000Z,https://x.com/DJ_CURFEW/status/2057522382315929802?s=20,537.0,Series C,2026-05-21T20:42:29.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Meta,['SF Bay Area'],Consumer,0.1,2026-05-20T00:00:00.000Z,https://www.cnbc.com/2026/05/20/meta-layoffs-zuckerberg-says-success-isnt-a-given-in-memo.html,26000.0,Post-IPO,2026-04-20T23:38:53.000Z,United States,Yes,8000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Intuit,['SF Bay Area'],Finance,0.17,2026-05-20T00:00:00.000Z,https://www.reuters.com/business/world-at-work/intuit-cut-17-global-jobs-streamline-operations-memo-shows-2026-05-20/,18.0,Post-IPO,2026-05-20T15:48:05.000Z,United States,Yes,3000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
AI21 Labs,"['Tel Aviv', 'Non-U.S.']",AI,0.61,2026-05-18T00:00:00.000Z,https://en.globes.co.il/en/article-shashuas-ai21-labs-laying-off-60-of-employees-1001543241,626.0,Series D,2026-05-20T02:20:30.000Z,Israel,No,110.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Kraken,['SF Bay Area'],Crypto,,2026-05-15T00:00:00.000Z,https://www.bloomberg.com/news/articles/2026-05-15/kraken-cuts-150-workers-after-deploying-ai-ipo-may-slip-to-2027,134.0,Unknown,2026-05-15T20:42:54.000Z,United States,Yes,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Innovaccer,['SF Bay Area'],Healthcare,,2026-05-14T00:00:00.000Z,https://inc42.com/buzz/exclusive-healthtech-unicorn-innovaccer-lays-off-340-employees-in-another-restructuring-round/,379.0,Series E,2026-05-16T04:52:03.000Z,United States,Yes,340.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Dune,"['Oslo', 'Non-U.S.']",Crypto,0.25,2026-05-14T00:00:00.000Z,https://x.com/hagaetc/status/2054937771811192837?s=20,79.0,Series B,2026-05-15T20:46:40.000Z,Norway,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Gambling.com Group,"['Dublin', 'Non-U.S.']",Other,,2026-05-14T00:00:00.000Z,https://finance.yahoo.com/markets/stocks/articles/gambling-com-group-reports-first-200500152.html,276.0,Post-IPO,2026-05-15T20:51:24.000Z,Ireland,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cisco,['SF Bay Area'],Infrastructure,0.05,2026-05-13T00:00:00.000Z,https://blogs.cisco.com/news/our-path-forward,2.0,Post-IPO,2026-05-13T21:59:59.000Z,United States,Yes,4000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
LinkedIn,['SF Bay Area'],Recruiting,0.05,2026-05-13T00:00:00.000Z,https://www.reuters.com/business/world-at-work/linkedin-is-planning-lay-off-5-staff-latest-tech-sector-cuts-source-says-2026-05-13/,154.0,Acquired,2026-05-13T16:43:26.000Z,United States,Yes,875.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Jumia,"['Lagos', 'Non-U.S.']",Retail,,2026-05-13T00:00:00.000Z,https://thekenyatimes.com/latest-kenya-times-news/jumia-announces-job-cuts-as-company-expands-ai-use/,1200.0,Post-IPO,2026-05-15T20:48:41.000Z,Nigeria,Yes,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Guesty,"['Tel Aviv', 'Non-U.S.']",Travel,0.02,2026-05-13T00:00:00.000Z,https://www.geektime.co.il/guesty-lays-off-20-employees-in-israel/,411.0,Series F,2026-05-13T21:11:26.000Z,Israel,Yes,20.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Breadfast,"['Cairo', 'Non-U.S.']",Food,,2026-05-12T00:00:00.000Z,https://www.fwdstart.me/p/egyptian-grocery-delivery-startup-breadfast-cuts-58-tech-staff-months-after-50m-raise,89.0,Series C,2026-05-13T21:12:58.000Z,Egypt,No,58.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Trend Micro,"['Sydney', 'Non-U.S.']",Security,,2026-05-12T00:00:00.000Z,https://www.itnews.com.au/news/trend-micros-enterprise-unit-shuts-sydney-engineering-team-625788,,Post-IPO,2026-06-16T20:32:20.000Z,Australia,No,45.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
MRI Software,['Cleveland'],Real Estate,,2026-05-11T00:00:00.000Z,https://propmodo.com/private-equity-backed-proptech-firm-cuts-200-jobs-cites-ai-adoption/,16.0,Acquired,2026-05-13T21:14:56.000Z,United States,Yes,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
One Identity,"['Dresden', 'Non-U.S.']",Security,,2026-05-11T00:00:00.000Z,https://www.heise.de/news/Verlagerung-ins-Ausland-One-Identity-schliesst-Entwicklung-in-Deutschland-11287793.html,,Unknown,2026-05-15T20:43:42.000Z,Germany,Yes,41.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
MessageBird,"['Amsterdam', 'Non-U.S.']",Other,0.2,2026-05-11T00:00:00.000Z,https://www.linkedin.com/posts/robertvis_this-is-a-note-i-sent-earlier-today-to-all-share-7459557337901645826-VIus/,1100.0,Series C,2026-05-13T20:42:31.000Z,Netherlands,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
ZoomInfo,['Portland'],Sales,0.2,2026-05-10T00:00:00.000Z,https://finance.yahoo.com/news/zoominfo-stock-plunges-company-slashes-133002815.html,7.0,Post-IPO,2026-05-11T01:52:20.000Z,United States,Yes,600.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Adda247,"['Gurugram', 'Non-U.S.']",Education,0.2,2026-05-10T00:00:00.000Z,https://www.whalesbook.com/news/English/tech/Adda247-Cuts-Staff-Ahead-of-IPO-Signals-Profitability-Push/6a00cbb0707d23e84421af77,61.0,Series B,2026-05-11T01:54:43.000Z,India,No,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Parker,['New York City'],Finance,1.0,2026-05-09T00:00:00.000Z,https://techcrunch.com/2026/05/09/fintech-startup-parker-files-for-bankruptcy/,57.0,Series B,2026-05-11T01:55:53.000Z,United States,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Staffbase,"['Chemnitz', 'Non-U.S.']",Other,0.22,2026-05-08T00:00:00.000Z,https://www.msn.com/de-de/finanzen/top-stories/harter-einschnitt-bei-sachsens-einhorn-staffbase-streicht-jede-f%C3%BCnfte-stelle/ar-AA22HHQv,306.0,Series E,2026-05-11T23:03:29.000Z,Germany,No,176.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cloudflare,['SF Bay Area'],Security,0.2,2026-05-07T00:00:00.000Z,https://blog.cloudflare.com/building-for-the-future/,332.0,Post-IPO,2026-05-07T20:53:26.000Z,United States,Yes,1100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Bill.com,['SF Bay Area'],Finance,0.3,2026-05-07T00:00:00.000Z,https://www.bill.com/blog/a-message-to-bill-employees,280.0,Post-IPO,2026-05-07T21:04:50.000Z,United States,No,709.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Ticketmaster,['Los Angeles'],Consumer,0.08,2026-05-07T00:00:00.000Z,https://hoodline.com/2026/05/ticketmaster-axes-350-jobs-as-it-fast-tracks-new-tech/,,Acquired,2026-05-09T00:03:19.000Z,United States,Yes,350.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
DeepL,"['Cologne', 'Non-U.S.']",AI,0.21,2026-05-07T00:00:00.000Z,https://www.linkedin.com/pulse/important-update-deepl-jarek-kutylowski-66yxe/,400.0,Unknown,2026-05-07T20:59:08.000Z,Germany,Yes,250.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Upwork,['SF Bay Area'],Other,0.24,2026-05-07T00:00:00.000Z,https://www.upwork.com/press/releases/upwork-ceo-hayden-brown-shared-the-following-message-with-employees-on-may-7-2026,168.0,Post-IPO,2026-05-07T23:01:01.000Z,United States,Yes,151.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Truecaller,"['Stockholm', 'Non-U.S.']",Consumer,,2026-05-07T00:00:00.000Z,https://uk.investing.com/news/earnings/toast-shares-tumble-6-as-q1-earnings-fall-short-of-analyst-expectations-93CH-4660610,101.0,Post-IPO,2026-05-07T20:57:32.000Z,Sweden,No,70.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Arctic Wolf,['Minneapolis'],Security,0.1,2026-05-06T00:00:00.000Z,https://www.theregister.com/ai-and-ml/2026/05/06/arctic-wolf-cuts-250-jobs-in-ai-push/5231213,899.0,Unknown,2026-05-07T20:55:36.000Z,United States,Yes,250.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Pocket FM,"['Bengaluru', 'Non-U.S.']",Media,0.1,2026-05-06T00:00:00.000Z,https://entrackr.com/exclusive/exclusive-pocket-fm-lets-go-of-over-100-employees-more-job-cuts-may-follow-11806323,212.0,Series D,2026-05-06T16:00:55.000Z,India,No,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
LSports,"['Tel Aviv', 'Non-U.S.']",Data,0.2,2026-05-06T00:00:00.000Z,https://www.geektime.co.il/l-sports-lays-off-40-employees-in-israel/,,Unknown,2026-05-11T01:53:56.000Z,Israel,Yes,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
ApnaMart,"['Bengaluru', 'Non-U.S.']",Food,0.1,2026-05-06T00:00:00.000Z,https://entrackr.com/news/apna-mart-lays-off-10-of-workforce-shifts-base-from-bengaluru-to-gurugram-11805807,40.0,Series B,2026-05-06T16:02:20.000Z,India,No,35.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
reAlpha,['Columbus'],Real Estate,0.25,2026-05-06T00:00:00.000Z,https://markets.businessinsider.com/news/stocks/realpha-reduces-workforce-by-approximately-25-and-consolidates-vendor-spend-targeting-2-million-in-annualized-savings-as-ai-advancements-drive-organizational-efficiency-1036115751,229.0,Post-IPO,2026-05-10T13:56:31.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
PayPal,['SF Bay Area'],Finance,0.2,2026-05-05T00:00:00.000Z,https://www.wsj.com/business/earnings/paypal-to-cut-costs-after-profit-falls-dc42baf9,216.0,Post-IPO,2026-05-06T16:03:28.000Z,United States,Yes,4760.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Coinbase,['SF Bay Area'],Crypto,0.14,2026-05-05T00:00:00.000Z,https://techcrunch.com/2026/05/05/coinbase-to-lay-off-14-of-staff-as-part-of-broader-restructuring/,549.0,Post-IPO,2026-05-05T15:51:36.000Z,United States,Yes,700.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Freshworks,['SF Bay Area'],Support,0.11,2026-05-05T00:00:00.000Z,https://www.reuters.com/business/freshworks-cut-11-jobs-ai-reshapes-software-sector-2026-05-05/,484.0,Post-IPO,2026-05-06T15:59:37.000Z,United States,Yes,500.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
0G,['SF Bay Area'],Crypto,0.25,2026-05-05T00:00:00.000Z,https://www.businessinsider.com/0g-labs-layoffs-ai-integration-2026-5,,Unknown,2026-05-07T21:09:20.000Z,United States,Yes,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Careem,"['Dubai', 'Non-U.S.']",Transportation,,2026-05-05T00:00:00.000Z,https://en.dailypakistan.com.pk/05-May-2026/careem-layoffs-intensify-after-exit-from-ride-hailing-services-in-pakistan,771.0,Acquired,2026-05-07T21:08:13.000Z,United Arab Emirates,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Shopify,"['Ottawa', 'Non-U.S.']",Retail,,2026-05-04T00:00:00.000Z,https://thelogic.co/news/exclusive/shopify-layoffs-revenue-operations-restructure/,122.0,Post-IPO,2026-05-07T21:00:47.000Z,Canada,Yes,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Pentera,['Boston'],Security,0.08,2026-04-27T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/b1ioncnpzl,249.0,Series D,2026-04-30T23:39:55.000Z,United States,Yes,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
SuperOps,"['Chennai', 'Non-U.S.']",Other,0.3,2026-04-24T00:00:00.000Z,https://inc42.com/buzz/superops-lays-off-30-staff-in-ai-led-restructuring-push/,54.0,Series C,2026-04-30T23:42:21.000Z,India,Yes,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Remarkable,"['Oslo', 'Non-U.S.']",Hardware,,2026-04-22T00:00:00.000Z,https://goodereader.com/blog/remarkable-news/remarkable-is-firing-hundreds-of-staff,104.0,Unknown,2026-05-20T02:21:29.000Z,Norway,No,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Noa Technologies,['SF Bay Area'],Other,,2026-04-22T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2026/04/22/noa-technologies-gbike-layoffs.html,,Unknown,2026-06-19T17:45:38.000Z,United States,No,69.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Epidemic Sound,"['Stockholm', 'Non-U.S.']",Media,0.33,2026-04-21T00:00:00.000Z,https://www.marketscreener.com/news/eqt-backed-epidemic-sound-to-cut-150-jobs-in-ai-pivot-di-ce7f59dad18efe20,509.0,Private Equity,2026-05-07T21:03:10.000Z,Sweden,Yes,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
GeoComply,"['Vancouver', 'Non-U.S.']",Security,0.15,2026-04-21T00:00:00.000Z,https://www.casino.org/news/canadian-gaming-geocomply-workforce-layoffs/,,Private Equity,2026-05-11T01:50:25.000Z,United States,Yes,68.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zondacrypto,"['Tallinn', 'Non-U.S.']",Crypto,,2026-04-21T00:00:00.000Z,https://tvpworld.com/92834466/zonadcrypto-staff-report-chaos-and-mass-layoffs,,,2026-07-13T23:41:05.000Z,Estonia,No,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
